"EID","REFERRAL","NUMBER_JOBS","PROG_EXER_RATE","INTPER_RATE","PRIOR_EXP","HIRE_REC","HIRE_DATE","TURNOVER_DATE","TURNOVER"
261245,"No","0-1","Pass",10,"No",3,2016-02-01,2016-06-01,"Yes"
149765,"No","3+","Pass",10,"Yes",3,2016-08-01,NA,"No"
650825,"No","2","Pass",8,"Yes",2,2017-02-01,2019-10-01,"Yes"
714800,"No","0-1","Pass",9,"No",3,2017-01-01,2017-06-01,"Yes"
363067,"No","2","Concerns",10,"No",3,2016-05-01,2018-11-01,"Yes"
377752,"No","3+","Pass",8,"Yes",3,2016-02-01,NA,"No"
130302,"No","2","Concerns",8,"No",2,2017-01-01,2017-11-01,"Yes"
927031,"No","2","Pass",9,"Yes",0,2017-08-01,NA,"No"
691515,"No","0-1","Pass",10,"No",2,2016-04-01,NA,"No"
185134,"No","2","Pass",7,"No",2,2016-02-01,2019-02-01,"Yes"
590359,"No","2","Pass",10,"No",3,2017-06-01,NA,"No"
830231,"No","2","Concerns",9,"No",2,2017-01-01,2017-03-01,"Yes"
675912,"No","0-1","Concerns",10,"Yes",2,2016-05-01,NA,"No"
879273,"No","0-1","Pass",9,"No",2,2016-01-01,2016-02-01,"Yes"
458291,"No","3+","Pass",8,"Yes",2,2016-06-01,NA,"No"
422618,"No","0-1","Concerns",8,"No",3,2017-01-01,2017-05-01,"Yes"
584869,"No","2","Pass",7,"No",3,2016-06-01,2020-05-01,"Yes"
406799,"No","0-1","Concerns",8,"Yes",2,2017-01-01,2018-10-01,"Yes"
513216,"Yes","2","Pass",10,"No",2,2016-01-01,2016-06-01,"Yes"
869911,"No","0-1","Pass+",9,"No",2,2016-01-01,NA,"No"
628743,"No","0-1","Pass",7,"No",2,2017-11-01,2019-05-01,"Yes"
513485,"No","0-1","Pass",10,"Yes",2,2017-06-01,2017-09-01,"Yes"
154537,"No","0-1","Concerns",9,"Yes",1,2017-02-01,2017-05-01,"Yes"
914378,"No","0-1","Pass",9,"No",3,2017-01-01,2017-06-01,"Yes"
640557,"No","0-1","Pass",7,"No",2,2017-04-01,2017-06-01,"Yes"
514387,"No","0-1","Pass",8,"No",3,2016-02-01,2021-03-01,"Yes"
740549,"Yes","0-1","Pass",10,"No",1,2016-06-01,2019-12-01,"Yes"
824714,"No","0-1","Concerns",9,"No",3,2017-01-01,NA,"No"
103527,"No","0-1","Pass+",10,"No",2,2016-02-01,NA,"No"
109413,"Yes","0-1","Pass+",7,"No",1,2017-03-01,NA,"No"
650952,"No","0-1","Pass",10,"No",2,2016-04-01,2020-08-01,"Yes"
817504,"No","2","Pass",9,"No",2,2016-03-01,2018-02-01,"Yes"
117389,"No","2","Concerns",10,"Yes",3,2017-02-01,2021-01-01,"Yes"
996329,"No","0-1","Pass",6,"Yes",3,2017-05-01,NA,"No"
271779,"No","0-1","Pass",10,"Yes",3,2016-02-01,NA,"No"
348189,"No","2","Pass",10,"Yes",2,2017-03-01,2017-05-01,"Yes"
299646,"No","0-1","Pass",10,"No",2,2016-02-01,2017-12-01,"Yes"
613090,"No","0-1","Pass",10,"Yes",2,2016-04-01,2018-06-01,"Yes"
901154,"No","2","Concerns",10,"No",2,2016-02-01,2017-08-01,"Yes"
206519,"No","2","Pass",10,"Yes",2,2017-02-01,2020-11-01,"Yes"
171510,"No","0-1","Pass",7,"Yes",2,2016-04-01,2018-10-01,"Yes"
396387,"No","0-1","Concerns",10,"Yes",3,2017-08-01,2021-07-01,"Yes"
850807,"No","0-1","Pass",10,"No",3,2016-02-01,NA,"No"
396433,"No","2","Pass",8,"No",1,2016-08-01,NA,"No"
858456,"No","0-1","Pass",7,"No",2,2016-04-01,NA,"No"
729174,"Yes","0-1","Pass",9,"No",3,2017-01-01,NA,"No"
773704,"No","0-1","Pass",10,"No",3,2016-05-01,NA,"No"
764502,"No","0-1","Pass",10,"No",3,2016-01-01,2020-02-01,"Yes"
920882,"No","3+","Pass",7,"No",3,2017-05-01,2020-11-01,"Yes"
720893,"No","0-1","Pass",8,"No",1,2016-04-01,NA,"No"
307555,"No","2","Pass",8,"Yes",3,2017-09-01,2017-12-01,"Yes"
519048,"No","0-1","Concerns",9,"Yes",2,2016-01-01,NA,"No"
379134,"No","0-1","Pass",10,"No",3,2016-02-01,2019-10-01,"Yes"
151753,"No","2","Pass",8,"No",2,2017-03-01,2018-08-01,"Yes"
538544,"No","2","Pass+",8,"Yes",3,2016-06-01,NA,"No"
896504,"No","0-1","Concerns",6,"No",2,2016-01-01,2018-06-01,"Yes"
492779,"No","3+","Concerns",10,"No",3,2016-03-01,NA,"No"
412412,"No","0-1","Pass",9,"No",2,2017-10-01,2018-05-01,"Yes"
258320,"No","0-1","Concerns",10,"No",3,2016-01-01,2016-03-01,"Yes"
299426,"No","3+","Concerns",6,"No",3,2016-04-01,2018-04-01,"Yes"
407812,"Yes","2","Pass",0,"Yes",2,2016-04-01,2019-03-01,"Yes"
848908,"No","0-1","Concerns",8,"No",2,2017-04-01,2017-07-01,"Yes"
604205,"No","0-1","Pass+",7,"No",2,2017-05-01,NA,"No"
426392,"No","2","Pass",7,"No",0,2017-03-01,2019-07-01,"Yes"
560779,"No","0-1","Concerns",10,"No",2,2017-09-01,2019-02-01,"Yes"
541158,"No","0-1","Pass",8,"No",2,2017-05-01,2021-02-01,"Yes"
370013,"No","0-1","Pass",8,"No",2,2017-04-01,NA,"No"
285274,"Yes","2","Pass",9,"No",3,2017-01-01,NA,"No"
757605,"No","2","Pass",7,"Yes",2,2016-02-01,NA,"No"
837114,"No","0-1","Pass+",10,"No",3,2017-02-01,NA,"No"
181993,"No","2","Pass",7,"No",3,2017-01-01,NA,"No"
196835,"No","0-1","Pass+",8,"No",2,2017-02-01,NA,"No"
565302,"No","0-1","Pass",10,"Yes",3,2017-02-01,2020-06-01,"Yes"
939028,"No","0-1","Concerns",8,"No",3,2016-07-01,2019-01-01,"Yes"
215746,"No","0-1","Pass",10,"No",2,2016-01-01,NA,"No"
212516,"No","2","Pass",10,"Yes",3,2016-03-01,2018-10-01,"Yes"
113076,"No","2","Concerns",9,"No",2,2017-02-01,2019-08-01,"Yes"
128252,"No","3+","Pass",9,"No",3,2017-03-01,2019-04-01,"Yes"
325840,"No","2","Pass",7,"No",3,2017-05-01,2018-09-01,"Yes"
550419,"No","0-1","Pass",9,"No",2,2017-02-01,2019-08-01,"Yes"
309442,"No","2","Pass",6,"No",3,2017-01-01,2019-10-01,"Yes"
468200,"No","0-1","Concerns",9,"No",2,2017-02-01,2017-05-01,"Yes"
899639,"No","0-1","Concerns",10,"No",2,2017-02-01,NA,"No"
507820,"No","0-1","Pass",9,"No",2,2016-01-01,2017-10-01,"Yes"
532914,"No","0-1","Pass",10,"No",3,2017-01-01,2021-03-01,"Yes"
950581,"No","0-1","Pass",10,"No",1,2017-03-01,2019-01-01,"Yes"
580548,"No","2","Pass",10,"Yes",3,2017-06-01,2018-03-01,"Yes"
529918,"No","0-1","Concerns",7,"No",3,2017-02-01,2018-01-01,"Yes"
143520,"No","2","Concerns",10,"No",2,2016-02-01,2019-10-01,"Yes"
453406,"No","0-1","Concerns",9,"No",3,2016-01-01,2020-03-01,"Yes"
498620,"No","0-1","Pass",10,"No",3,2016-10-01,2018-07-01,"Yes"
541431,"No","2","Pass",8,"No",3,2016-02-01,2020-03-01,"Yes"
330626,"No","3+","Pass",10,"Yes",2,2016-04-01,NA,"No"
631954,"No","2","Pass",9,"No",3,2017-02-01,NA,"No"
835261,"No","0-1","Pass",0,"Yes",2,2017-04-01,NA,"No"
243966,"No","0-1","Pass",9,"No",2,2017-07-01,2021-02-01,"Yes"
590651,"No","2","Pass",10,"Yes",2,2017-10-01,NA,"No"
711945,"No","0-1","Pass",9,"No",2,2016-06-01,2018-11-01,"Yes"
108377,"Yes","0-1","Pass+",10,"Yes",3,2016-05-01,NA,"No"
631294,"No","0-1","Pass",7,"Yes",2,2017-02-01,NA,"No"
268033,"No","3+","Pass+",8,"Yes",3,2017-04-01,NA,"No"
498168,"No","0-1","Concerns",9,"No",3,2016-06-01,2018-12-01,"Yes"
224650,"No","0-1","Pass",10,"No",3,2016-02-01,NA,"No"
325351,"No","3+","Pass",8,"No",2,2017-06-01,NA,"No"
285745,"No","2","Concerns",7,"Yes",3,2016-02-01,NA,"No"
730364,"No","0-1","Pass",9,"Yes",3,2016-05-01,2018-03-01,"Yes"
625708,"No","0-1","Pass",10,"No",2,2016-02-01,NA,"No"
203115,"No","2","Concerns",3,"Yes",3,2017-01-01,2019-03-01,"Yes"
798854,"Yes","0-1","Concerns",10,"No",3,2017-01-01,NA,"No"
214271,"No","0-1","Pass+",8,"No",3,2017-03-01,NA,"No"
573668,"No","0-1","Pass",8,"Yes",2,2017-01-01,2018-07-01,"Yes"
995929,"No","0-1","Pass",7,"No",2,2016-01-01,2017-10-01,"Yes"
815638,"Yes","0-1","Pass+",7,"No",3,2016-01-01,2019-11-01,"Yes"
572764,"No","0-1","Pass",7,"Yes",2,2017-02-01,2019-08-01,"Yes"
992926,"Yes","3+","Pass",8,"No",2,2016-12-01,2017-06-01,"Yes"
604682,"No","0-1","Pass",7,"No",2,2017-03-01,2021-11-01,"Yes"
909140,"No","0-1","Concerns",6,"No",2,2016-01-01,2018-05-01,"Yes"
419403,"No","0-1","Pass+",10,"No",3,2016-04-01,NA,"No"
800601,"No","0-1","Pass",9,"No",3,2017-01-01,2017-09-01,"Yes"
823709,"No","0-1","Pass",7,"No",2,2016-02-01,2018-05-01,"Yes"
879609,"No","2","Pass",2,"Yes",2,2016-01-01,2019-05-01,"Yes"
842109,"No","0-1","Pass",8,"No",1,2016-02-01,2018-11-01,"Yes"
629036,"No","0-1","Concerns",10,"No",1,2017-06-01,2021-03-01,"Yes"
412911,"No","0-1","Pass",7,"Yes",3,2016-01-01,2016-08-01,"Yes"
185356,"No","0-1","Pass",10,"No",2,2017-02-01,2017-04-01,"Yes"
607400,"No","2","Pass",7,"No",2,2017-02-01,2018-05-01,"Yes"
971690,"Yes","0-1","Pass",10,"No",3,2016-02-01,2019-09-01,"Yes"
172714,"No","0-1","Pass",10,"No",3,2016-02-01,2018-08-01,"Yes"
962268,"No","2","Pass",10,"Yes",2,2017-05-01,NA,"No"
769670,"No","0-1","Concerns",7,"No",3,2016-06-01,2019-12-01,"Yes"
974334,"No","2","Pass",10,"No",1,2016-01-01,2018-07-01,"Yes"
601333,"No","2","Pass",8,"No",2,2017-01-01,2021-05-01,"Yes"
563229,"No","2","Pass",7,"No",2,2016-01-01,2016-07-01,"Yes"
607949,"No","0-1","Pass",10,"Yes",3,2016-12-01,2017-11-01,"Yes"
577092,"No","3+","Pass",10,"No",3,2016-01-01,NA,"No"
796195,"Yes","3+","Pass",10,"Yes",2,2017-03-01,NA,"No"
707004,"No","3+","Pass",10,"No",0,2017-01-01,NA,"No"
252378,"No","0-1","Pass",10,"Yes",2,2017-01-01,2019-08-01,"Yes"
612045,"No","0-1","Concerns",10,"Yes",1,2017-05-01,2019-10-01,"Yes"
631587,"No","0-1","Pass",9,"No",2,2016-01-01,NA,"No"
795793,"No","2","Pass",8,"No",3,2016-02-01,NA,"No"
154074,"No","0-1","Concerns",10,"No",2,2017-01-01,2017-09-01,"Yes"
186547,"No","0-1","Pass",10,"No",1,2017-02-01,NA,"No"
677336,"No","2","Pass",9,"No",3,2016-01-01,2018-02-01,"Yes"
418127,"No","0-1","Pass",8,"No",2,2016-01-01,NA,"No"
473699,"No","2","Pass",9,"No",3,2016-01-01,NA,"No"
539642,"No","0-1","Pass",4,"No",3,2016-04-01,NA,"No"
615473,"No","2","Pass+",7,"Yes",3,2017-01-01,NA,"No"
514165,"No","0-1","Pass+",3,"No",2,2016-01-01,2018-06-01,"Yes"
627701,"No","0-1","Pass",10,"Yes",3,2017-01-01,NA,"No"
184217,"No","2","Pass",9,"Yes",2,2017-04-01,2021-12-01,"Yes"
981809,"Yes","0-1","Pass",9,"No",3,2016-03-01,NA,"No"
759876,"No","3+","Concerns",7,"No",3,2017-02-01,2021-08-01,"Yes"
446883,"No","2","Pass",5,"No",2,2017-01-01,2019-03-01,"Yes"
473987,"Yes","0-1","Pass",10,"No",2,2017-03-01,2018-12-01,"Yes"
489406,"No","0-1","Pass",10,"Yes",2,2016-03-01,2020-03-01,"Yes"
832621,"No","0-1","Concerns",10,"Yes",2,2017-02-01,2019-05-01,"Yes"
991399,"No","0-1","Pass",7,"No",3,2017-05-01,NA,"No"
218911,"No","0-1","Pass",10,"No",3,2017-01-01,2019-06-01,"Yes"
161187,"No","3+","Pass",8,"No",2,2016-02-01,2018-04-01,"Yes"
474754,"No","0-1","Concerns",10,"No",2,2017-09-01,2019-11-01,"Yes"
576911,"No","2","Pass",8,"No",2,2016-02-01,2017-05-01,"Yes"
873927,"No","0-1","Concerns",10,"No",0,2017-02-01,2019-04-01,"Yes"
720468,"No","0-1","Pass",8,"Yes",2,2017-05-01,2021-04-01,"Yes"
673142,"Yes","3+","Pass",10,"No",2,2016-02-01,NA,"No"
260817,"No","0-1","Pass",10,"Yes",2,2016-03-01,2017-12-01,"Yes"
634509,"No","0-1","Pass",8,"No",3,2016-01-01,2018-08-01,"Yes"
740656,"No","2","Pass+",10,"No",2,2017-02-01,NA,"No"
946115,"No","0-1","Pass",10,"No",2,2016-09-01,2017-02-01,"Yes"
301146,"No","2","Pass",9,"No",1,2017-11-01,2020-05-01,"Yes"
800801,"No","2","Pass",8,"No",2,2017-02-01,NA,"No"
538274,"No","0-1","Pass",9,"Yes",2,2016-06-01,NA,"No"
347601,"No","2","Pass",10,"No",2,2017-02-01,2019-01-01,"Yes"
348676,"No","0-1","Pass",9,"Yes",2,2017-02-01,2017-08-01,"Yes"
162172,"Yes","0-1","Pass",8,"No",2,2016-01-01,NA,"No"
524001,"No","3+","Pass",10,"No",3,2017-02-01,2017-08-01,"Yes"
936352,"No","3+","Pass",8,"No",3,2017-08-01,2017-10-01,"Yes"
718522,"No","0-1","Pass",8,"No",2,2016-04-01,2018-09-01,"Yes"
821089,"No","2","Pass",7,"No",2,2017-01-01,2018-08-01,"Yes"
702510,"No","0-1","Pass",7,"No",3,2016-04-01,2016-09-01,"Yes"
371599,"No","0-1","Pass",9,"Yes",2,2016-04-01,NA,"No"
139082,"No","0-1","Pass+",7,"No",3,2016-02-01,2020-06-01,"Yes"
723053,"No","2","Pass",10,"No",0,2016-01-01,2017-12-01,"Yes"
409050,"No","0-1","Pass",10,"No",2,2017-01-01,2019-03-01,"Yes"
867355,"No","0-1","Concerns",1,"No",2,2016-08-01,NA,"No"
274035,"No","0-1","Pass",8,"No",1,2017-12-01,2018-01-01,"Yes"
926181,"No","0-1","Pass",7,"No",2,2016-08-01,2019-05-01,"Yes"
754898,"No","2","Pass",7,"No",2,2017-01-01,2017-06-01,"Yes"
571411,"No","3+","Pass",8,"No",2,2016-02-01,2018-03-01,"Yes"
374435,"No","0-1","Pass",9,"No",2,2017-08-01,2021-08-01,"Yes"
135623,"No","0-1","Concerns",10,"No",1,2016-01-01,NA,"No"
256393,"Yes","0-1","Concerns",10,"No",1,2016-06-01,2018-04-01,"Yes"
525875,"No","2","Pass",10,"No",2,2017-09-01,NA,"No"
969847,"No","3+","Pass",9,"Yes",2,2017-03-01,NA,"No"
766457,"No","0-1","Concerns",10,"Yes",2,2017-02-01,2017-09-01,"Yes"
921666,"No","2","Pass",7,"No",2,2016-01-01,2018-11-01,"Yes"
394777,"No","0-1","Pass",7,"No",2,2017-01-01,2018-12-01,"Yes"
645487,"No","2","Pass",9,"No",2,2016-05-01,2018-09-01,"Yes"
850392,"No","2","Pass",10,"No",1,2017-01-01,2021-08-01,"Yes"
240415,"No","0-1","Concerns",10,"No",2,2016-03-01,2018-11-01,"Yes"
133333,"No","0-1","Pass",8,"No",3,2016-08-01,NA,"No"
762390,"No","0-1","Pass",6,"No",1,2016-03-01,2018-09-01,"Yes"
136248,"No","2","Pass",8,"Yes",3,2017-03-01,2017-04-01,"Yes"
404936,"Yes","2","Pass",6,"No",3,2016-02-01,NA,"No"
687784,"No","2","Concerns",10,"No",1,2017-02-01,2019-05-01,"Yes"
525404,"No","3+","Pass",8,"No",2,2017-02-01,2019-04-01,"Yes"
878144,"No","0-1","Pass+",3,"No",2,2017-08-01,2021-06-01,"Yes"
337239,"No","2","Pass",10,"No",2,2017-02-01,2020-07-01,"Yes"
361158,"No","0-1","Pass",8,"No",2,2017-02-01,2017-04-01,"Yes"
124272,"No","2","Pass",9,"Yes",3,2017-02-01,2017-08-01,"Yes"
987016,"No","0-1","Concerns",8,"No",2,2017-02-01,NA,"No"
945885,"Yes","0-1","Concerns",2,"No",1,2017-04-01,2021-06-01,"Yes"
635746,"No","0-1","Pass",10,"No",2,2016-06-01,2020-10-01,"Yes"
126722,"No","0-1","Pass",9,"No",1,2016-01-01,NA,"No"
506858,"Yes","2","Pass",10,"Yes",3,2016-01-01,NA,"No"
292374,"No","0-1","Pass+",10,"Yes",2,2017-01-01,2021-02-01,"Yes"
607269,"Yes","0-1","Pass",7,"No",2,2016-03-01,NA,"No"
133083,"No","0-1","Pass",8,"No",3,2016-01-01,NA,"No"
219942,"No","0-1","Concerns",7,"No",1,2017-03-01,2018-10-01,"Yes"
527143,"No","0-1","Pass",8,"No",2,2017-01-01,2021-02-01,"Yes"
941625,"No","0-1","Pass",6,"No",3,2017-01-01,NA,"No"
612466,"No","2","Pass",8,"No",2,2016-03-01,2018-07-01,"Yes"
736682,"No","0-1","Concerns",5,"Yes",2,2016-01-01,2018-04-01,"Yes"
186195,"No","0-1","Pass",7,"Yes",2,2016-02-01,NA,"No"
180410,"No","0-1","Pass",1,"No",0,2017-02-01,2021-06-01,"Yes"
143903,"No","0-1","Concerns",8,"No",2,2017-01-01,2021-04-01,"Yes"
873399,"No","0-1","Pass",10,"Yes",2,2017-05-01,NA,"No"
332469,"No","2","Pass+",10,"No",2,2017-02-01,2017-05-01,"Yes"
993882,"No","0-1","Concerns",0,"No",2,2016-08-01,2018-06-01,"Yes"
236356,"No","0-1","Pass",9,"Yes",3,2017-06-01,2019-04-01,"Yes"
624231,"No","0-1","Pass",8,"No",2,2016-06-01,NA,"No"
330596,"Yes","0-1","Pass",10,"No",2,2016-03-01,NA,"No"
407176,"No","2","Pass",10,"No",1,2016-04-01,NA,"No"
256311,"No","0-1","Pass",10,"No",3,2016-02-01,NA,"No"
522192,"No","0-1","Pass",10,"Yes",3,2016-02-01,2019-09-01,"Yes"
834549,"Yes","3+","Concerns",9,"No",1,2017-02-01,2021-03-01,"Yes"
672746,"Yes","0-1","Pass",9,"No",1,2017-02-01,2020-11-01,"Yes"
588312,"No","3+","Pass",8,"No",2,2016-01-01,NA,"No"
752883,"Yes","0-1","Pass+",10,"No",2,2017-01-01,NA,"No"
723308,"No","2","Pass",10,"Yes",0,2017-01-01,2020-10-01,"Yes"
480483,"No","0-1","Pass",7,"No",3,2017-05-01,NA,"No"
865063,"No","0-1","Pass",9,"No",3,2016-11-01,2021-07-01,"Yes"
211355,"No","0-1","Pass",10,"No",3,2016-01-01,2017-09-01,"Yes"
613577,"No","0-1","Pass+",7,"No",2,2016-01-01,2016-06-01,"Yes"
415655,"No","2","Pass",7,"No",3,2017-01-01,NA,"No"
487169,"No","0-1","Pass",10,"No",3,2017-04-01,NA,"No"
554124,"No","0-1","Pass",10,"No",2,2017-02-01,NA,"No"
745806,"No","2","Pass",9,"No",2,2017-04-01,2017-10-01,"Yes"
318547,"No","0-1","Pass",10,"No",2,2016-02-01,2020-10-01,"Yes"
602494,"No","2","Concerns",8,"Yes",3,2017-05-01,2017-11-01,"Yes"
750335,"No","0-1","Pass",10,"No",3,2017-04-01,2019-12-01,"Yes"
973494,"No","3+","Concerns",9,"No",2,2017-02-01,2017-10-01,"Yes"
675446,"No","2","Pass",7,"No",2,2017-02-01,NA,"No"
565784,"No","2","Pass",9,"No",2,2017-07-01,2021-10-01,"Yes"
569239,"No","0-1","Concerns",8,"No",1,2016-03-01,2016-05-01,"Yes"
516417,"No","3+","Pass",8,"Yes",2,2016-02-01,2018-03-01,"Yes"
530175,"No","0-1","Concerns",8,"No",2,2017-03-01,2019-09-01,"Yes"
234749,"No","0-1","Pass",8,"Yes",2,2017-02-01,2018-09-01,"Yes"
127284,"No","2","Pass+",10,"Yes",2,2016-04-01,2017-08-01,"Yes"
812273,"No","0-1","Pass",8,"No",1,2016-02-01,NA,"No"
819556,"No","2","Concerns",10,"No",3,2017-12-01,NA,"No"
773603,"No","0-1","Pass",0,"No",2,2017-02-01,2018-10-01,"Yes"
349225,"No","0-1","Pass",6,"No",2,2017-03-01,2019-08-01,"Yes"
215365,"No","2","Pass",9,"Yes",2,2016-03-01,NA,"No"
280352,"No","0-1","Pass",10,"No",1,2016-04-01,NA,"No"
193939,"No","2","Pass",9,"No",1,2016-01-01,2018-10-01,"Yes"
170103,"No","2","Concerns",10,"No",3,2017-02-01,2019-03-01,"Yes"
664548,"No","0-1","Pass",9,"No",2,2016-02-01,2017-06-01,"Yes"
675640,"No","0-1","Pass",10,"No",2,2017-06-01,2017-07-01,"Yes"
118250,"No","0-1","Pass",9,"Yes",2,2016-06-01,2018-01-01,"Yes"
876082,"No","0-1","Concerns",8,"No",3,2016-01-01,2018-05-01,"Yes"
313180,"No","3+","Concerns",2,"No",2,2016-01-01,2016-10-01,"Yes"
733736,"No","0-1","Pass",8,"No",3,2017-02-01,2019-07-01,"Yes"
628013,"No","3+","Pass",9,"No",3,2016-02-01,2016-07-01,"Yes"
355670,"No","2","Concerns",10,"No",2,2017-01-01,2020-02-01,"Yes"
984383,"No","0-1","Pass",10,"No",2,2017-01-01,2017-02-01,"Yes"
835377,"No","3+","Pass+",7,"No",2,2017-05-01,2021-09-01,"Yes"
626255,"Yes","0-1","Pass",10,"No",2,2017-01-01,2020-04-01,"Yes"
382046,"No","2","Pass",10,"No",2,2016-02-01,NA,"No"
270666,"No","0-1","Pass",10,"No",2,2016-01-01,2020-03-01,"Yes"
346082,"No","2","Pass",8,"No",3,2016-03-01,NA,"No"
301017,"No","0-1","Pass",8,"Yes",3,2017-01-01,2019-05-01,"Yes"
766787,"No","0-1","Concerns",10,"Yes",2,2016-02-01,NA,"No"
765371,"No","0-1","Pass",0,"No",2,2016-01-01,NA,"No"
507630,"Yes","2","Pass",10,"No",3,2016-01-01,NA,"No"
283508,"No","0-1","Concerns",10,"No",2,2017-01-01,2021-01-01,"Yes"
307714,"No","0-1","Pass",2,"No",2,2016-02-01,2016-05-01,"Yes"
374618,"No","0-1","Concerns",8,"Yes",3,2017-02-01,NA,"No"
708516,"Yes","3+","Pass+",6,"Yes",2,2016-02-01,NA,"No"
900823,"No","2","Concerns",9,"No",1,2017-05-01,2019-12-01,"Yes"
251962,"No","0-1","Pass",6,"No",3,2017-02-01,NA,"No"
449749,"No","0-1","Pass",10,"No",2,2016-04-01,2018-02-01,"Yes"
620749,"No","0-1","Pass+",10,"No",2,2017-02-01,2021-05-01,"Yes"
264603,"No","0-1","Pass+",9,"No",3,2016-02-01,NA,"No"
869323,"Yes","0-1","Pass+",7,"Yes",2,2016-06-01,NA,"No"
115036,"No","0-1","Pass",10,"No",3,2016-02-01,2018-04-01,"Yes"
357503,"No","3+","Pass",8,"No",3,2016-01-01,2020-09-01,"Yes"
235875,"No","2","Concerns",9,"Yes",2,2016-05-01,2019-03-01,"Yes"
952879,"No","0-1","Concerns",10,"Yes",2,2016-01-01,NA,"No"
564887,"No","2","Pass",5,"No",3,2017-01-01,NA,"No"
583901,"No","0-1","Pass",7,"Yes",3,2017-02-01,2020-05-01,"Yes"
436502,"No","2","Pass",10,"Yes",3,2017-01-01,2021-09-01,"Yes"
340087,"No","0-1","Pass",8,"No",2,2017-04-01,2019-07-01,"Yes"
119126,"No","0-1","Pass",10,"No",3,2017-02-01,NA,"No"
999553,"No","0-1","Pass",10,"No",2,2017-02-01,2017-04-01,"Yes"
159108,"No","0-1","Pass+",9,"No",2,2017-04-01,2018-09-01,"Yes"
883554,"No","0-1","Concerns",10,"Yes",3,2016-04-01,2018-06-01,"Yes"
852302,"No","2","Pass",6,"Yes",2,2016-01-01,2017-08-01,"Yes"
796569,"No","0-1","Pass",6,"Yes",2,2017-01-01,NA,"No"
454363,"No","0-1","Pass",8,"No",3,2016-01-01,2019-11-01,"Yes"
144013,"No","2","Pass",6,"No",2,2017-04-01,2018-12-01,"Yes"
420553,"No","2","Concerns",9,"No",3,2017-01-01,2020-03-01,"Yes"
302852,"No","0-1","Pass",10,"Yes",3,2016-02-01,NA,"No"
808160,"No","2","Pass",4,"No",3,2016-01-01,2017-11-01,"Yes"
958815,"No","3+","Pass+",3,"No",2,2017-02-01,2019-02-01,"Yes"
231983,"No","2","Pass",3,"No",2,2017-07-01,2019-02-01,"Yes"
874081,"No","3+","Pass",6,"Yes",3,2016-08-01,2018-05-01,"Yes"
511155,"No","0-1","Concerns",10,"No",1,2016-06-01,2016-08-01,"Yes"
632605,"No","2","Pass",1,"No",3,2017-02-01,2021-03-01,"Yes"
854579,"No","0-1","Pass",8,"No",1,2016-02-01,2017-11-01,"Yes"
435342,"No","2","Pass",7,"Yes",2,2016-02-01,NA,"No"
231435,"No","2","Pass",7,"No",3,2016-03-01,2018-02-01,"Yes"
620253,"No","2","Pass",7,"Yes",0,2017-01-01,2019-08-01,"Yes"
753703,"No","2","Pass+",10,"Yes",3,2016-12-01,2020-12-01,"Yes"
297472,"No","0-1","Pass",7,"Yes",3,2016-01-01,2016-06-01,"Yes"
940980,"No","0-1","Pass",8,"No",2,2016-06-01,2017-07-01,"Yes"
929238,"Yes","2","Pass",10,"No",3,2016-04-01,NA,"No"
854064,"No","2","Pass+",8,"No",2,2016-02-01,2018-06-01,"Yes"
110601,"No","0-1","Pass",10,"No",2,2016-04-01,NA,"No"
361802,"No","3+","Pass",9,"No",0,2017-01-01,2020-11-01,"Yes"
821591,"No","0-1","Pass",10,"No",3,2017-05-01,2021-05-01,"Yes"
844889,"No","0-1","Pass",7,"No",3,2017-06-01,2017-11-01,"Yes"
673571,"No","3+","Concerns",8,"Yes",2,2017-01-01,NA,"No"
463378,"No","3+","Pass",6,"No",3,2017-01-01,2017-05-01,"Yes"
102368,"Yes","0-1","Pass+",10,"Yes",2,2016-03-01,NA,"No"
672270,"Yes","3+","Pass",8,"No",3,2017-03-01,2019-03-01,"Yes"
417227,"No","2","Pass",10,"No",3,2017-02-01,NA,"No"
912312,"No","3+","Pass",8,"No",0,2016-02-01,2017-06-01,"Yes"
454635,"No","0-1","Pass",7,"No",2,2016-03-01,NA,"No"
384129,"No","0-1","Pass",1,"No",3,2017-01-01,2017-10-01,"Yes"
909939,"No","0-1","Pass",10,"Yes",1,2016-04-01,NA,"No"
873955,"No","0-1","Pass",9,"No",1,2017-02-01,2019-06-01,"Yes"
777724,"No","0-1","Pass+",10,"No",2,2016-06-01,NA,"No"
334038,"No","2","Pass",9,"Yes",2,2016-04-01,2017-04-01,"Yes"
108853,"No","2","Pass",9,"No",3,2017-02-01,2018-07-01,"Yes"
715124,"No","3+","Pass",8,"Yes",2,2016-02-01,2017-06-01,"Yes"
634874,"No","0-1","Pass+",9,"No",1,2017-01-01,NA,"No"
872929,"No","0-1","Pass",7,"No",3,2017-01-01,2019-10-01,"Yes"
855946,"No","2","Pass",7,"No",2,2017-02-01,2019-09-01,"Yes"
798236,"No","0-1","Pass",10,"No",2,2017-01-01,2018-01-01,"Yes"
819039,"Yes","3+","Concerns",10,"Yes",3,2017-01-01,NA,"No"
769020,"No","3+","Pass",2,"No",3,2016-03-01,2016-09-01,"Yes"
527631,"No","0-1","Concerns",6,"No",2,2017-06-01,2021-03-01,"Yes"
329314,"No","0-1","Pass",10,"No",3,2016-07-01,NA,"No"
